time_s,adc_raw,voltage
0.0000,603,1.9452
0.0048,637,2.0548
0.0099,651,2.1000
0.0144,636,2.0516
0.0187,628,2.0258
0.0231,650,2.0968
0.0274,678,2.1871
0.0318,666,2.1484
0.0362,645,2.0806
0.0405,655,2.1129
0.0449,682,2.2000
0.0493,693,2.2355
0.0537,671,2.1645
0.0582,643,2.0742
0.0626,660,2.1290
0.0670,683,2.2032
0.0714,659,2.1258
0.0758,619,1.9968
0.0805,613,1.9774
0.0849,627,2.0226
0.0893,624,2.0129
0.0937,600,1.9355
0.0982,577,1.8613
0.1026,593,1.9129
0.1070,614,1.9806
0.1113,607,1.9581
0.1157,581,1.8742
0.1201,571,1.8419
0.1245,591,1.9065
0.1289,609,1.9645
0.1332,594,1.9161
0.1376,579,1.8677
0.1420,601,1.9387
0.1464,637,2.0548
0.1517,640,2.0645
0.1563,621,2.0032
0.1608,629,2.0290
0.1651,648,2.0903
0.1695,655,2.1129
0.1739,644,2.0774
0.1782,633,2.0419
0.1826,653,2.1065
0.1869,683,2.2032
0.1913,677,2.1839
0.1956,654,2.1097
0.2000,655,2.1129
0.2043,683,2.2032
0.2087,707,2.2806
0.2130,697,2.2484
0.2174,673,2.1710
0.2217,684,2.2065
0.2260,709,2.2871
0.2304,710,2.2903
0.2348,692,2.2323
0.2392,687,2.2161
0.2435,704,2.2710
0.2479,724,2.3355
0.2523,709,2.2871
0.2567,684,2.2065
0.2611,690,2.2258
0.2654,713,2.3000
0.2698,722,2.3290
0.2742,705,2.2742
0.2789,689,2.2226
0.2833,710,2.2903
0.3028,708,2.2839
0.3073,733,2.3645
0.3240,732,2.3613
0.3340,732,2.3613
0.3440,737,2.3774
0.3485,759,2.4484
0.3529,746,2.4065
0.3592,727,2.3452
0.3636,743,2.3968
0.3680,768,2.4774
0.3723,756,2.4387
0.3766,738,2.3806
0.3810,748,2.4129
0.3853,777,2.5065
0.3896,793,2.5581
0.3939,773,2.4935
0.3982,756,2.4387
0.4025,779,2.5129
0.4068,811,2.6161
0.4111,813,2.6226
0.4154,789,2.5452
0.4197,772,2.4903
0.4240,780,2.5161
0.4283,794,2.5613
0.4326,767,2.4742
0.4370,724,2.3355
0.4413,723,2.3323
0.4457,740,2.3871
0.4500,749,2.4161
0.4542,727,2.3452
0.4586,706,2.2774
0.4629,724,2.3355
0.4672,751,2.4226
0.4715,744,2.4000
0.4758,718,2.3161
0.4801,707,2.2806
0.4844,722,2.3290
0.4888,737,2.3774
0.4931,713,2.3000
0.4974,675,2.1774
0.5018,675,2.1774
0.5060,728,2.3484
0.5103,801,2.5839
0.5146,873,2.8161
0.5189,972,3.1355
0.5232,1001,3.2290
0.5276,1004,3.2387
0.5319,1002,3.2323
0.5362,1004,3.2387
0.5406,1004,3.2387
0.5449,1004,3.2387
0.5492,1000,3.2258
0.5536,931,3.0032
0.5580,728,2.3484
0.5624,632,2.0387
0.5667,625,2.0161
0.5711,621,2.0032
0.5755,601,1.9387
0.5799,590,1.9032
0.5843,607,1.9581
0.5886,624,2.0129
0.5930,596,1.9226
0.5974,565,1.8226
0.6018,574,1.8516
0.6062,592,1.9097
0.6105,589,1.9000
0.6149,566,1.8258
0.6193,550,1.7742
0.6236,563,1.8161
0.6281,578,1.8645
0.6324,554,1.7871
0.6368,526,1.6968
0.6411,527,1.7000
0.6455,550,1.7742
0.6498,559,1.8032
0.6541,534,1.7226
0.6585,506,1.6323
0.6631,521,1.6806
0.6675,543,1.7516
0.6719,529,1.7065
0.6762,499,1.6097
0.6806,493,1.5903
0.6849,511,1.6484
0.6893,520,1.6774
0.6937,491,1.5839
0.6981,454,1.4645
0.7026,466,1.5032
0.7069,492,1.5871
0.7113,482,1.5548
0.7156,450,1.4516
0.7200,437,1.4097
0.7243,455,1.4677
0.7287,476,1.5355
0.7331,454,1.4645
0.7375,424,1.3677
0.7422,434,1.4000
0.7466,450,1.4516
0.7509,438,1.4129
0.7553,405,1.3065
0.7596,384,1.2387
0.7643,399,1.2871
0.7687,412,1.3290
0.7731,384,1.2387
0.7775,348,1.1226
0.7818,346,1.1161
0.7863,361,1.1645
0.7906,353,1.1387
0.7950,311,1.0032
0.7993,274,0.8839
0.8045,274,0.8839
0.8088,277,0.8935
0.8132,239,0.7710
0.8176,190,0.6129
0.8220,181,0.5839
0.8264,187,0.6032
0.8308,172,0.5548
0.8351,132,0.4258
0.8395,102,0.3290
0.8439,112,0.3613
0.8483,128,0.4129
0.8527,98,0.3161
0.8571,59,0.1903
0.8614,53,0.1710
0.8663,71,0.2290
0.8706,73,0.2355
0.8750,45,0.1452
0.8796,25,0.0806
0.8840,44,0.1419
0.8884,64,0.2065
0.8930,39,0.1258
0.8975,3,0.0097
0.9020,8,0.0258
0.9063,30,0.0968
0.9108,29,0.0935
0.9152,3,0.0097
0.9202,0,0.0000
0.9246,0,0.0000
0.9290,13,0.0419
0.9334,0,0.0000
0.9378,0,0.0000
0.9422,0,0.0000
0.9466,0,0.0000
0.9510,0,0.0000
0.9565,0,0.0000
0.9631,0,0.0000
0.9676,0,0.0000
0.9721,0,0.0000
0.9765,0,0.0000
0.9809,0,0.0000
0.9853,0,0.0000
0.9906,0,0.0000
0.9952,0,0.0000
0.9995,0,0.0000
1.0040,0,0.0000
1.0083,0,0.0000
1.0127,0,0.0000
1.0174,0,0.0000
1.0218,0,0.0000
1.0262,0,0.0000
1.0307,0,0.0000
1.0351,0,0.0000
1.0396,0,0.0000
1.0439,0,0.0000
1.0482,0,0.0000
1.0528,0,0.0000
1.0572,0,0.0000
1.0617,0,0.0000
1.0662,0,0.0000
1.0708,0,0.0000
1.0753,0,0.0000
1.0797,0,0.0000
1.0842,0,0.0000
1.0886,0,0.0000
1.0931,0,0.0000
1.0990,0,0.0000
1.1036,0,0.0000
1.1079,0,0.0000
1.1123,0,0.0000
1.1167,0,0.0000
1.1211,0,0.0000
1.1255,0,0.0000
1.1300,0,0.0000
1.1344,0,0.0000
1.1389,0,0.0000
1.1434,20,0.0645
1.1478,57,0.1839
1.1523,64,0.2065
1.1568,56,0.1806
1.1612,71,0.2290
1.1658,103,0.3323
1.1704,108,0.3484
1.1747,83,0.2677
1.1791,60,0.1935
1.1835,73,0.2355
1.1881,95,0.3065
1.1924,81,0.2613
1.1968,56,0.1806
1.2019,63,0.2032
1.2063,96,0.3097
1.2107,111,0.3581
1.2151,93,0.3000
1.2196,81,0.2613
1.2240,108,0.3484
1.2284,139,0.4484
1.2328,128,0.4129
1.2371,107,0.3452
1.2416,114,0.3677
1.2460,131,0.4226
1.2505,132,0.4258
1.2557,133,0.4290
1.2618,228,0.7355
1.2663,353,1.1387
1.2707,492,1.5871
1.2751,600,1.9355
1.2795,689,2.2226
1.2839,773,2.4935
1.2883,772,2.4903
1.2927,637,2.0548
1.2971,482,1.5548
1.3014,383,1.2355
1.3058,324,1.0452
1.3101,259,0.8355
1.3145,184,0.5935
1.3190,148,0.4774
1.3236,176,0.5677
1.3280,212,0.6839
1.3325,212,0.6839
1.3368,203,0.6548
1.3412,214,0.6903
1.3456,237,0.7645
1.3500,255,0.8226
1.3543,242,0.7806
1.3587,227,0.7323
1.3631,254,0.8194
1.3674,288,0.9290
1.3718,293,0.9452
1.3762,278,0.8968
1.3806,280,0.9032
1.3854,310,1.0000
1.3898,328,1.0581
1.3942,314,1.0129
1.3985,298,0.9613
1.4029,321,1.0355
1.4072,358,1.1548
1.4114,366,1.1806
1.4157,354,1.1419
1.4199,352,1.1355
1.4241,379,1.2226
1.4284,410,1.3226
1.4326,401,1.2935
1.4368,384,1.2387
1.4411,396,1.2774
1.4453,428,1.3806
1.4495,456,1.4710
1.4538,450,1.4516
1.4580,435,1.4032
1.4623,456,1.4710
1.4668,495,1.5968
1.4711,507,1.6355
1.4753,497,1.6032
1.4796,490,1.5806
1.4838,520,1.6774
1.4881,555,1.7903
1.4924,554,1.7871
1.4966,538,1.7355
1.5008,545,1.7581
