time_s,adc_raw,voltage
0.0000,935,3.0161
0.0046,712,2.2968
0.0289,483,1.5581
0.0336,507,1.6355
0.0382,434,1.4000
0.0428,400,1.2903
0.0475,470,1.5161
0.0521,516,1.6645
0.0568,463,1.4935
0.0615,401,1.2935
0.0662,451,1.4548
0.0708,522,1.6839
0.0754,500,1.6129
0.0800,425,1.3710
0.0845,435,1.4032
0.0891,518,1.6710
0.0937,531,1.7129
0.0983,460,1.4839
0.1029,431,1.3903
0.1075,505,1.6290
0.1121,552,1.7806
0.1168,503,1.6226
0.1214,444,1.4323
0.1260,494,1.5935
0.1306,568,1.8323
0.1353,550,1.7742
0.1398,478,1.5419
0.1444,489,1.5774
0.1490,572,1.8452
0.1536,591,1.9065
0.1582,523,1.6871
0.1628,495,1.5968
0.1675,571,1.8419
0.1721,623,2.0097
0.1768,576,1.8581
0.1814,521,1.6806
0.1860,571,1.8419
0.1906,648,2.0903
0.1952,635,2.0484
0.1998,562,1.8129
0.2045,572,1.8452
0.2090,659,2.1258
0.2136,675,2.1774
0.2182,604,1.9484
0.2228,570,1.8387
0.2273,637,2.0548
0.2319,683,2.2032
0.2365,627,2.0226
0.2411,548,1.7677
0.2458,572,1.8452
0.2505,627,2.0226
0.2555,581,1.8742
0.2602,488,1.5742
0.2649,486,1.5677
0.2695,550,1.7742
0.2741,541,1.7452
0.2787,454,1.4645
0.2833,418,1.3484
0.2878,485,1.5645
0.2925,517,1.6677
0.2972,451,1.4548
0.3020,392,1.2645
0.3073,459,1.4806
0.3270,454,1.4645
0.3490,493,1.5903
0.3535,512,1.6516
0.3580,445,1.4355
0.3625,404,1.3032
0.3669,465,1.5000
0.3714,524,1.6903
0.3759,490,1.5806
0.3804,419,1.3516
0.3849,436,1.4065
0.3893,514,1.6581
0.3938,526,1.6968
0.3983,454,1.4645
0.4027,419,1.3516
0.4072,483,1.5581
0.4116,536,1.7290
0.4160,499,1.6097
0.4207,424,1.3677
0.4253,448,1.4452
0.4297,525,1.6935
0.4342,529,1.7065
0.4386,455,1.4677
0.4431,426,1.3742
0.4475,493,1.5903
0.4520,539,1.7387
0.4565,494,1.5935
0.4609,425,1.3710
0.4653,450,1.4516
0.4697,526,1.6968
0.4742,526,1.6968
0.4786,452,1.4581
0.4831,424,1.3677
0.4876,492,1.5871
0.4920,541,1.7452
0.4965,495,1.5968
0.5010,425,1.3710
0.5054,453,1.4613
0.5098,528,1.7032
0.5143,529,1.7065
0.5187,455,1.4677
0.5232,431,1.3903
0.5277,501,1.6161
0.5321,543,1.7516
0.5366,498,1.6065
0.5410,433,1.3968
0.5455,463,1.4935
0.5536,542,1.7484
0.5581,474,1.5290
0.5626,437,1.4097
0.5670,496,1.6000
0.5714,554,1.7871
0.5759,520,1.6774
0.5803,449,1.4484
