time_s,adc_raw,voltage
0.0000,318,1.0258
0.0044,344,1.1097
0.0116,330,1.0645
0.0159,313,1.0097
0.0203,327,1.0548
0.0247,355,1.1452
0.0290,359,1.1581
0.0337,334,1.0774
0.0381,327,1.0548
0.0424,355,1.1452
0.0481,368,1.1871
0.0525,344,1.1097
0.0568,328,1.0581
0.0705,364,1.1742
0.0749,341,1.1000
0.0793,343,1.1065
0.0837,373,1.2032
0.0881,381,1.2290
0.0925,355,1.1452
0.0968,345,1.1129
0.1012,363,1.1710
0.1056,382,1.2323
0.1100,378,1.2194
0.1143,353,1.1387
0.1187,350,1.1290
0.1230,380,1.2258
0.1274,393,1.2677
0.1316,372,1.2000
0.1360,355,1.1452
0.1403,370,1.1935
0.1447,396,1.2774
0.1490,401,1.2935
0.1534,373,1.2032
0.1577,361,1.1645
0.1620,386,1.2452
0.1664,407,1.3129
0.1707,397,1.2806
0.1752,375,1.2097
0.1798,381,1.2290
0.1845,412,1.3290
0.1889,419,1.3516
0.1934,389,1.2548
0.1977,380,1.2258
0.2020,404,1.3032
0.2065,425,1.3710
0.2111,411,1.3258
0.2158,390,1.2581
0.2206,402,1.2968
0.2255,428,1.3806
0.2307,422,1.3613
0.2358,400,1.2903
0.2406,413,1.3323
0.2454,439,1.4161
0.2499,438,1.4129
0.2543,411,1.3258
0.2588,410,1.3226
0.2632,440,1.4194
0.2676,454,1.4645
0.2720,436,1.4065
0.2765,423,1.3645
0.2810,441,1.4226
0.2854,464,1.4968
0.2899,463,1.4935
0.2943,445,1.4355
0.2988,450,1.4516
0.3032,494,1.5935
0.3076,514,1.6581
0.3120,488,1.5742
0.3164,460,1.4839
0.3208,470,1.5161
0.3252,493,1.5903
0.3296,485,1.5645
0.3340,450,1.4516
0.3384,438,1.4129
0.3428,466,1.5032
0.3472,481,1.5516
0.3516,461,1.4871
0.3559,443,1.4290
0.3602,452,1.4581
0.3646,482,1.5548
0.3690,487,1.5710
0.3733,460,1.4839
0.3777,445,1.4355
0.3821,464,1.4968
0.3866,474,1.5290
0.3909,453,1.4613
0.3953,433,1.3968
0.3997,462,1.4903
0.4042,550,1.7742
0.4086,642,2.0710
0.4130,732,2.3613
0.4173,847,2.7323
0.4217,983,3.1710
0.4260,1001,3.2290
0.4305,1000,3.2258
0.4348,993,3.2032
0.4392,878,2.8323
0.4436,750,2.4194
0.4479,644,2.0774
0.4523,534,1.7226
0.4566,449,1.4484
0.4609,434,1.4000
0.4652,451,1.4548
0.4696,455,1.4677
0.4740,433,1.3968
0.4783,433,1.3968
0.4827,464,1.4968
0.4870,483,1.5581
0.4914,468,1.5097
0.4958,449,1.4484
0.5002,456,1.4710
0.5045,486,1.5677
0.5089,493,1.5903
0.5132,470,1.5161
0.5176,460,1.4839
0.5219,484,1.5613
0.5263,508,1.6387
0.5306,507,1.6355
0.5350,485,1.5645
0.5393,485,1.5645
0.5436,518,1.6710
0.5480,532,1.7161
0.5524,511,1.6484
0.5567,495,1.5968
0.5611,510,1.6452
0.5654,539,1.7387
0.5698,543,1.7516
0.5742,520,1.6774
0.5785,517,1.6677
0.5829,551,1.7774
0.5873,570,1.8387
0.5916,558,1.8000
0.5960,541,1.7452
0.6003,552,1.7806
0.6047,582,1.8774
0.6090,595,1.9194
0.6133,577,1.8613
0.6176,569,1.8355
0.6219,596,1.9226
0.6262,622,2.0065
0.6305,622,2.0065
0.6348,604,1.9484
0.6392,604,1.9484
0.6435,638,2.0581
0.6478,658,2.1226
0.6521,644,2.0774
0.6564,629,2.0290
0.6607,638,2.0581
0.6651,666,2.1484
0.6694,673,2.1710
0.6737,644,2.0774
0.6780,630,2.0323
0.6824,649,2.0935
0.6867,662,2.1355
0.6911,648,2.0903
0.6954,614,1.9806
0.6998,603,1.9452
0.7041,621,2.0032
0.7084,621,2.0032
